10,0.380000,0.250000
24,0.309028,0.217014
60,0.157222,0.189167
88,0.116219,0.168130
288,0.041112,0.143060
396,0.030647,0.146535
456,0.026874,0.145564
1022,0.012548,0.154167
1578,0.008273,0.131170
2880,0.004618,0.105017
3868,0.003462,0.085099
