1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,733491793927.552368,26447024716.914589,-70717419494.116379,63923636639.790405,0.000000,0.000000,-149572933742.148315,-128503477918.091309,-128105286994.263916,52555893364.383316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036056,736851131012.840576,66473447498.972328,-141468873505.292297,0.000000,0.000000,-123110426341.496948,-185324184800.983368,57174900311.091408,-60097347275.558800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096412,0.090213,693816107333.276978,-38259685327.337265,-106634614833.810654,95192307075.260956,-3314483868.216522,4329345801.577791,-130341675262.593384,-122593078613.795685,-169330579238.034912,59996864633.176376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087150,-0.191991,-0.055144,661663649773.943359,89312064795.754959,-166000730101.610474,-10783636084.125183,-24142813184.969177,-118127773598.209778,-136478639091.968262,50659326041.223526,-91298041795.297119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.153693,0.134981,319103655817.630920,47133493539.406769,946174031.550002,3924212404.511693,-4087578237.364422,-419654502.250816,-177862961738.612946,-105378477908.616470,-29567306424.903000,-30288461613.064632,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.137201,-0.250884,0.147706,318186485706.151550,-2390445020.737496,-7230662328.743298,-11149575984.746262,-17358401622.861893,-64709725551.919029,-197494895679.726746,20232650226.864021,9521862694.440277,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.203919,-0.167076,-0.004777,-0.016298,0.002965,-0.007513,297034431637.974792,-46405449108.349243,-143491422420.035583,89799382174.849426,57946564.506030,-2372603507.528636,239672175.392017,161343356.555275,0.000000,0.000000,-57134400225.276505,48317307751.181900
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.175194,-0.251508,0.006240,-0.036488,0.012298,-0.022725,-0.156229,312670812918.684143,57881274556.984497,-191047813507.431427,3630905671.125115,-7268421789.651125,860829994.661916,614062811.980087,0.000000,0.000000,-6762599557.828863,-15400981292.717476
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.174651,0.077594,-0.187862,-0.178531,-0.012810,-0.035041,-0.483080,0.185119,540455522017.665466,-1594025249.101860,-100527866297.324173,37821393763.615257,286653210.929247,-90059115.856543,-174462591638.173096,99100496202.320862,-107392384291.425552,-89192473010.903595
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071652,-0.081560,-0.176694,-0.206266,-0.001315,-0.054554,0.302320,-0.611019,-0.002949,499716589816.236572,29590794951.146057,-167527371801.901825,1519262802.259416,805786046.778882,98585934384.066559,-111153796676.752731,-102560577621.786911,-104725401188.331894
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.244057,0.076564,-0.557383,-0.203370,0.000195,0.011613,-0.186006,0.059215,548802091411.635498,-32978757929.095551,-164976383839.538879,100367177784.640244,-225620823946.414734,-101613154628.358398,-13812789817.197739,-10219568503.878031
