5,0.000021,0.000016,0.000021
12,0.000067,0.000088,0.000118
12,0.000090,0.000087,0.000110
12,0.000049,0.000047,0.000064
30,0.000680,0.000672,0.000526
144,0.024582,0.050988,0.017104
511,0.409138,0.282015,0.015354
789,1.268496,1.106299,0.032424
1440,7.688007,7.693605,0.115097
1934,21.358654,19.324194,0.215989
